,Unnamed: 0,id,rated,created_at,last_move_at,turns,victory_status,winner,increment_code,white_id,white_rating,black_id,black_rating,moves,opening_eco,opening_name,opening_ply,diff_rating,abs_diff_rating,higher_rating,higher_rating_won,higher_rating_coded,white_higher_rated,result
14735,14735,mXsLz231,True,1495474175864.0,1495474201802.0,8,resign,white,15+0,attee,1507,janaletro,1651,Nf3 d6 d4 Nf6 d5 g6 e4 Nxe4,A46,Indian Game: Wade-Tartakower Defense,4,-144,144,black,0,0,0,0
14755,14755,nbWZ62Ue,False,1493637969551.0,1493638031500.0,8,resign,black,10+0,mm_chess,1176,roman_pham,1264,e4 e5 Nf3 Bc5 Bc4 Nf6 Nc3 O-O,C40,King's Pawn Game: Busch-Gass Gambit,4,-88,88,black,1,0,0,2
14806,14806,2tIl85lI,False,1504208628739.0,1504208638958.0,2,resign,white,30+8,marsfj,1538,thefrenchtactics,1365,e4 b6,B00,Owen Defense,2,173,173,white,1,1,1,2
14823,14823,eP4YVNoS,False,1497362571301.0,1497362618217.0,5,resign,white,120+0,skydeck,1500,vkrish,1472,e4 e5 Nf3 Nc6 Bc4,C50,Italian Game,5,28,28,white,1,1,1,2
14906,14906,d9gl523x,False,1491927531869.0,1491927553003.0,7,mate,white,7+2,razzzzy,1238,king-_-micah,1500,e4 e5 Bc4 Na6 Qf3 b6 Qxf7#,C23,Bishop's Opening,3,-262,262,black,0,0,0,0
14907,14907,MKdZBR5k,False,1491927429778.0,1491927524001.0,7,mate,white,7+2,king-_-micah,1500,razzzzy,1238,e4 e5 Bc4 Na6 Qf3 b6 Qxf7#,C23,Bishop's Opening,3,262,262,white,1,1,1,2
14908,14908,RRqJLTGb,False,1491927290515.0,1491927411397.0,4,mate,black,7+2,king-_-micah,1500,razzzzy,1238,f4 e6 g4 Qh4#,A02,Bird Opening,1,262,262,white,0,1,1,0
15005,15005,UWHwHtWT,True,1495965869850.0,1495965914436.0,9,resign,white,5+8,rassem,1668,wojand,1695,e4 e5 Bc4 Nf6 d4 d6 dxe5 Nxe4 Qd5,C24,Bishop's Opening: Ponziani Gambit,5,-27,27,black,0,0,0,0
15040,15040,ldB6PHOh,False,1490905833261.0,1490905894800.0,3,resign,white,30+0,angelokzx,1500,samirdas,1193,d4 d5 Nc3,D00,Queen's Pawn Game: Chigorin Variation,3,307,307,white,1,1,1,2
15177,15177,wPfTXs7C,False,1492634079073.0,1492634239856.0,3,resign,white,10+0,miraclemb,1500,flafel26,1587,d4 Nf6 h4,A45,Indian Game,2,-87,87,black,0,0,0,0
15303,15303,7JDisqZS,True,1492801660533.0,1492801812278.0,5,resign,white,5+10,shadowslord,1315,talhakilinc,1198,d4 Nf6 Nc3 d5 e3,D01,Queen's Pawn Game: Chigorin Variation,4,117,117,white,1,1,1,2
15728,15728,j5XSpCce,False,1495979176797.0,1495979201329.0,8,resign,black,15+0,valyrican,1478,howdoichess96,1708,e4 c5 Bb5 a6 Ba4 b5 Bb3 c4,B20,Sicilian Defense,2,-230,230,black,1,0,0,2
15859,15859,dCkOHehy,False,1498674555786.0,1498674568581.0,7,resign,black,10+5,niamor,1588,vic_mark,1489,e4 c6 d4 d5 e5 Bf5 Qg4,B12,Caro-Kann Defense: Advance Variation,5,99,99,white,0,1,1,0
15867,15867,vOmuaME9,False,1490049855506.0,1490049912539.0,9,resign,white,15+1,vic_mark,1496,alameldine,1508,e4 d5 exd5 Qxd5 Nc3 Qd8 d4 Nc6 Nf3,B01,Scandinavian Defense: Mieses-Kotroc Variation,4,-12,12,black,0,0,0,0
16048,16048,7jlkeHMy,True,1493808204225.0,1493808253058.0,3,resign,white,10+0,slytherinsheir,1242,slaying_queen,1134,e4 e5 Nf3,C40,King's Knight Opening,3,108,108,white,1,1,1,2
16049,16049,kK0wOwPH,False,1493808073166.0,1493808120335.0,3,resign,white,10+0,slytherinsheir,1242,slaying_queen,1134,e4 e5 Nf3,C40,King's Knight Opening,3,108,108,white,1,1,1,2
16084,16084,itEQezib,True,1504390033486.0,1504390057813.0,2,resign,black,10+0,kei0075,1629,chesskhovtsev,1580,e4 e5,C20,King's Pawn Game,2,49,49,white,0,1,1,0
16148,16148,IfQC0hNI,True,1493108287538.0,1493108956617.0,4,outoftime,black,10+0,rudrresh,1606,malangero,1567,e4 c5 Nf3 Nc6,B30,Sicilian Defense: Old Sicilian,4,39,39,white,0,1,1,0
16162,16162,E1XAjGyK,True,1484293841222.0,1484301390129.0,2,outoftime,black,5+5,artur576,1710,yazeed_bani_saleem,1750,e4 e5,C20,King's Pawn Game,2,-40,40,black,1,0,0,2
16248,16248,oxabMJc4,True,1482391366270.0,1482391491223.0,9,resign,white,40+0,gladiator78,1524,hopewins,1500,e4 d5 e5 Nc6 d4 e6 a3 Qf6 exf6,B00,Nimzowitsch Defense: Scandinavian Variation |  Advance Variation,5,24,24,white,1,1,1,2
16299,16299,VBgWo7M9,False,1501684629203.0,1501684694067.0,7,resign,white,10+5,naxcivanni44,1500,antnishu,1500,e4 Nc6 d4 e5 d5 Nd4 c3,B00,Nimzowitsch Defense: Kennedy Variation |  Linksspringer Variation,5,0,0,same,0,0,0,0
16337,16337,H7E4hWqv,False,1485481916938.0,1485482206691.0,9,resign,white,40+10,king5891,1400,adrianjunior,1381,Nf3 d5 b3 e5 Nxe5 Bd6 Nf3 Nf6 Bb2,A06,Nimzowitsch-Larsen Attack,3,19,19,white,1,1,1,2
16361,16361,X4AEBO3E,True,1497036147931.0,1497036205792.0,8,resign,black,15+0,agustin015933,1632,snoopyfan,1924,e4 e6 d4 d5 f3 dxe4 fxe4 Qh4+,C00,French Defense,4,-292,292,black,1,0,0,2
16362,16362,xY7TJj5y,True,1497036004009.0,1497036077026.0,9,resign,white,15+0,snoopyfan,1916,attee,1620,c4 d5 cxd5 Qxd5 Nc3 Qc4 e4 Nf6 Bxc4,A10,English Opening: Anglo-Scandinavian Defense,2,296,296,white,1,1,1,2
16383,16383,61yrykwO,True,1482089674894.0,1482089718825.0,7,resign,white,15+1,gwadloupeyen,1499,aragon26,1442,e3 e5 Qh5 Nh6 Qxe5+ Be7 Qxg7,A00,Van't Kruijs Opening,1,57,57,white,1,1,1,2
16415,16415,SZFctKpv,True,1498820847524.0,1498820859493.0,4,resign,black,10+0,ramin741,1650,aldar_khaidakov,1812,e4 e5 Nf3 Nc6,C44,King's Knight Opening: Normal Variation,4,-162,162,black,1,0,0,2
16462,16462,xyJVLOev,True,1496421269391.0,1496421300567.0,5,outoftime,white,10+0,lewispugdog,1046,alexmorato,986,e4 e5 Nc3 c6 Nf3,C27,Vienna Game,3,60,60,white,1,1,1,2
16547,16547,KgGwoFhE,True,1502230529460.0,1502230577711.0,9,resign,black,25+6,murat5989,1628,paulorojas,1688,e4 c5 Nf3 d6 Bc4 Nf6 d3 h6 Nc3,B50,Sicilian Defense,4,-60,60,black,1,0,0,2
16721,16721,MNtNEacv,True,1478473565182.0,1478473722588.0,8,resign,black,15+0,chesslearningpro,1563,enricolord,1290,c4 e5 d4 exd4 Qxd4 Nc6 Qc3 Bb4,A20,English Opening: King's English Variation,2,273,273,white,0,1,1,0
16865,16865,pOC1w38O,False,1475353257698.0,1475353280596.0,3,resign,white,11+5,hamedbriki,1970,korhan,1832,e4 e5 Nf3,C40,King's Knight Opening,3,138,138,white,1,1,1,2
16989,16989,lXGOv4Gb,True,1457975559248.0,1457975609011.0,7,resign,white,20+0,pipeflan,1519,morgane10,1324,d3 d5 Be3 Bf5 Nf3 e5 Nxe5,A00,Mieses Opening,1,195,195,white,1,1,1,2
17028,17028,YfGtkv0Z,True,1502140638417.0,1502140659399.0,7,resign,white,180+0,hakan24demir,1554,erikweisz,1387,e4 e5 Qh5 g6 Qxe5+ Be7 Qxh8,C20,King's Pawn Game: Wayward Queen Attack,3,167,167,white,1,1,1,2
17038,17038,QKLQ15Og,True,1501973520845.0,1501973609788.0,9,resign,white,15+0,hadi3000,1601,erikweisz,1399,e4 e5 Bc4 f5 Bxg8 Rxg8 Qh5+ g6 Qxh7,C23,Bishop's Opening: Calabrese Countergambit,4,202,202,white,1,1,1,2
17094,17094,gD7a4WY8,True,1493130370794.0,1493202720184.0,2,outoftime,black,14+2,thegasmask,1383,mertoksuz,1522,c4 e5,A20,English Opening: King's English Variation,2,-139,139,black,1,0,0,2
17133,17133,nCkVsErj,True,1481470207290.0,1481470316187.0,2,resign,black,15+0,viktorr,1467,antoinepetrov,1510,e4 c5,B20,Sicilian Defense,2,-43,43,black,1,0,0,2
17346,17346,XdT1h6uE,False,1503910777066.0,1503910791086.0,3,outoftime,white,8+5,basilis,1546,danko_25,1885,e4 c5 d3,B20,Sicilian Defense,2,-339,339,black,0,0,0,0
17512,17512,280LvNvl,True,1479310924915.0,1479311183058.0,3,draw,draw,12+3,tunisinov,1953,ankit_007,1999,f4 d5 g4,A02,Bird Opening: Dutch Variation |  Dudweiler Gambit,3,-46,46,black,0,0,0,1
17525,17525,psxki3ya,True,1479028360255.0,1479028408214.0,9,mate,white,8+0,kemchik,1932,tunisinov,1989,d4 f5 Bg5 Nf6 Bxf6 gxf6 e4 fxe4 Qh5#,A80,Dutch Defense: Hopton Attack,3,-57,57,black,0,0,0,0
17574,17574,NGGfvoK7,True,1465128134879.0,1465128186472.0,8,resign,white,30+30,edy456,1675,guru200773,1729,d4 Nf6 Nc3 g6 Bg5 Bg7 Nf3 h5,A45,Indian Game,2,-54,54,black,0,0,0,0
17599,17599,2e5U4t0w,False,1469045285309.0,1469045338432.0,6,resign,black,15+0,russky00,1315,reubpear,1539,e4 Nc6 Nf3 Nf6 Nc3 e6,B00,Nimzowitsch Defense |  Declined Variation,3,-224,224,black,1,0,0,2
17741,17741,msnWn5gr,False,1501377642266.0,1501377670455.0,9,resign,white,8+1,beatenthebishop,1288,babblingboy,1381,d4 d5 Nc3 Nf6 Bf4 Nc6 Nb5 Bf5 Nxc7+,D01,Queen's Pawn Game: Chigorin Variation,4,-93,93,black,0,0,0,0
17806,17806,uE39VLjw,False,1466011667534.0,1466011822647.0,9,mate,white,10+0,brucewayne100,1500,element4life,1190,e4 e5 Qh5 Nc6 Bc4 g6 Qf3 b6 Qxf7#,C20,King's Pawn Game: Wayward Queen Attack,3,310,310,white,1,1,1,2
17816,17816,vn5uAqic,True,1465848024423.0,1465848060346.0,7,resign,white,10+0,valen13,1500,element4life,1213,e4 e5 Qh5 g6 Qxe5+ Be7 Qxh8,C20,King's Pawn Game: Wayward Queen Attack,3,287,287,white,1,1,1,2
17826,17826,sVOQ0IMs,True,1461182956363.0,1461183095753.0,9,resign,white,10+0,x15421542,1345,element4life,1297,d4 d5 c4 dxc4 e3 Be6 Nc3 Nc6 d5,D20,Queen's Gambit Accepted: Old Variation,5,48,48,white,1,1,1,2
17831,17831,BDMZoMQC,True,1461011257846.0,1461011333375.0,9,mate,white,10+0,ttfer_1521,1476,element4life,1173,e4 e5 Qh5 Nc6 Bc4 g6 Qf3 Bh6 Qxf7#,C20,King's Pawn Game: Wayward Queen Attack,3,303,303,white,1,1,1,2
17835,17835,BwYnEuBC,True,1460912739308.0,1460912768562.0,7,resign,white,10+0,markosbueno,1444,element4life,1264,e4 e5 Qh5 g6 Qxe5+ Be7 Qxh8,C20,King's Pawn Game: Wayward Queen Attack,3,180,180,white,1,1,1,2
18116,18116,gAF3FlVM,True,1492330286087.0,1492330382359.0,9,resign,white,8+0,alexmoscow,1446,alpha3031,1247,e4 c5 Bc4 Nc6 Nf3 g6 Ng5 Bg7 Nxf7,B20,Sicilian Defense: Bowdler Attack,3,199,199,white,1,1,1,2
18125,18125,bZhk7VxT,False,1472804935542.0,1472805916318.0,8,outoftime,white,5+10,alpha3031,1193,aysallinn,1430,e4 d5 Nc3 d4 Nd5 e6 Nf4 e5,B01,Scandinavian Defense,2,-237,237,black,0,0,0,0
18136,18136,96bZWSOw,True,1469246506231.0,1469246536027.0,6,resign,black,4+6,alpha3031,1254,torbar,1543,e4 c6 d3 d5 g3 dxe4,B10,Caro-Kann Defense: Breyer Variation,3,-289,289,black,1,0,0,2
18367,18367,97n4wfCy,True,1492872634061.0,1492872679208.0,8,resign,white,10+10,shew,1175,stutberidze,1111,e4 e5 Qh5 Bc5 Qxe5+ Kf8 Qxc5+ Qe7,C20,King's Pawn Game: Wayward Queen Attack,3,64,64,white,1,1,1,2
18583,18583,TmznzBcA,True,1494717842810.0,1494717845741.0,1,resign,white,10+0,adriansywu,1431,usa-04071776,1367,e4,B00,King's Pawn,1,64,64,white,1,1,1,2
18644,18644,Tok2vKal,True,1481655921948.0,1481656015622.0,8,resign,black,10+0,chessguy9001,1278,wolfbrotherwolf,1500,e4 g5 Nf3 b5 Nxg5 f6 f3 fxg5,B00,Borg Defense,2,-222,222,black,1,0,0,2
18674,18674,1w0Q64jl,True,1473346725055.0,1473346750451.0,4,resign,black,15+0,sebasguitar,1616,aboud,1708,e4 c5 Nf3 d6,B50,Sicilian Defense,4,-92,92,black,1,0,0,2
18702,18702,kqtrwYiF,True,1453205923900.0,1453206038247.0,9,resign,black,35+8,noob47,1406,dayne,1525,e4 c6 Nf3 d5 exd5 cxd5 d4 Nc6 Bb5,B10,Caro-Kann Defense,2,-119,119,black,1,0,0,2
18785,18785,8hsaLsdA,False,1449610924398.0,1449611025916.0,8,draw,draw,10+5,i_play_chess,1500,chaose,1792,e4 c5 Nf3 d6 Nc3 g6 Bc4 Bg7,B50,Sicilian Defense,4,-292,292,black,0,0,0,1
18898,18898,HnKmMIbC,True,1485834550835.0,1485834582766.0,5,resign,black,10+15,chesshedron,1815,coolcalc,1688,f4 c5 Nf3 d6 Nc3,A02,Bird Opening,1,127,127,white,0,1,1,0
19096,19096,ueDH6x97,True,1502909724934.0,1502909728536.0,2,resign,black,5+5,svindled,1118,marten54,1456,e4 Nf6,B02,Alekhine Defense,2,-338,338,black,1,0,0,2
19097,19097,aPKviA0G,True,1502909713247.0,1502909717104.0,2,resign,black,8+2,svindled,1126,sunnyside41st,1450,e4 c5,B20,Sicilian Defense,2,-324,324,black,1,0,0,2
19098,19098,NQFasT6b,True,1502909704323.0,1502909707499.0,2,resign,black,10+0,svindled,1154,haskox,1147,e4 e5,C20,King's Pawn Game,2,7,7,white,0,1,1,0
19099,19099,DLYk1BRG,True,1502909664247.0,1502909666785.0,2,resign,white,10+0,the-legendery-player,1227,svindled,1179,h3 b6,A00,Clemenz Opening,1,48,48,white,1,1,1,2
19100,19100,r2Tv9299,True,1502909626272.0,1502909634693.0,2,resign,white,10+0,brujo77,1507,svindled,1188,e4 d5,B01,Scandinavian Defense,2,319,319,white,1,1,1,2
19101,19101,2qL2ZVNH,True,1502909602373.0,1502909607801.0,2,resign,black,10+1,svindled,1196,nastyazdrastya,1547,e4 e5,C20,King's Pawn Game,2,-351,351,black,1,0,0,2
19102,19102,rcROpusK,True,1502909590493.0,1502909595963.0,2,resign,white,5+8,minelkayraaaaaa,1467,svindled,1209,d4 e6,A40,Horwitz Defense,2,258,258,white,1,1,1,2
19103,19103,g2CgIJFH,True,1502909572718.0,1502909577259.0,2,resign,black,8+0,svindled,1226,sgbarrys,1431,d3 e6,A00,Mieses Opening,1,-205,205,black,1,0,0,2
19104,19104,tl7g5sJb,True,1502909556590.0,1502909563913.0,2,resign,white,10+0,ryanprihantoro,1362,svindled,1252,e4 d6,B07,Pirc Defense #4,2,110,110,white,1,1,1,2
19105,19105,lSvy8nDx,True,1502909525367.0,1502909545499.0,2,resign,white,3+8,222222,1076,svindled,1319,e4 e6,C00,French Defense #2,2,-243,243,black,0,0,0,0
19106,19106,9sOv9BBL,True,1502909513550.0,1502909517854.0,2,resign,black,13+0,svindled,1346,spaxxts,1503,e4 e5,C20,King's Pawn Game,2,-157,157,black,1,0,0,2
19107,19107,xzBfOhdq,True,1502909501611.0,1502909508291.0,2,resign,black,7+5,svindled,1369,ignacio45,1581,d3 e5,A00,Mieses Opening: Reversed Rat,2,-212,212,black,1,0,0,2
19108,19108,MW1ZjrS9,True,1502909332941.0,1502909337055.0,2,resign,white,10+3,julian01,1567,svindled,1400,e4 a5,B00,Ware Defense,2,167,167,white,1,1,1,2
19109,19109,DqTnqTK4,True,1502909306663.0,1502909326678.0,2,resign,black,30+0,svindled,1445,streeet1,1546,h4 d5,A00,Kadas Opening,1,-101,101,black,1,0,0,2
19110,19110,CAkwRTef,True,1502909296404.0,1502909301274.0,2,resign,white,15+0,ka0017,1538,svindled,1516,e4 a5,B00,Ware Defense,2,22,22,white,1,1,1,2
19111,19111,GLcGuZZa,True,1502909258708.0,1502909274969.0,3,resign,black,10+3,svindled,1630,julian01,1556,g4 e5 f4,A00,Grob Opening,1,74,74,white,0,1,1,0
19112,19112,HehthdTm,True,1502909228257.0,1502909240217.0,2,resign,white,8+0,dino69,1834,svindled,1709,e4 e6,C00,French Defense #2,2,125,125,white,1,1,1,2
19116,19116,LE8RlKPJ,False,1504042722464.0,1504042789004.0,7,resign,white,60+180,thebadfish,1963,crraii,1881,c4 f5 Nc3 Nf6 d3 e6 e4,A10,English Opening: Anglo-Dutch Defense,2,82,82,white,1,1,1,2
19118,19118,iI0Fcm9f,False,1504042543473.0,1504042561297.0,2,resign,white,60+180,thebadfish,1963,crraii,1881,b4 f5,A00,Polish Opening: Dutch Defense,2,82,82,white,1,1,1,2
19128,19128,51wccHT4,False,1503779224102.0,1503779230883.0,2,resign,black,45+45,thebadfish,1973,crraii,1881,c4 f5,A10,English Opening: Anglo-Dutch Defense,2,92,92,white,0,1,1,0
19236,19236,Mynfr537,False,1504436942577.0,1504436950217.0,2,resign,white,45+0,ziaad98,1500,vrg2311,1233,e4 c5,B20,Sicilian Defense,2,267,267,white,1,1,1,2
19243,19243,7SDFM8wY,False,1504443272214.0,1504443289072.0,7,resign,white,0+180,sparkyman,1324,iamaliveandbored,1158,e4 e5 Nf3 Nf6 Nc3 Nxe4 Nxe4,C42,Russian Game: Three Knights Game,5,166,166,white,1,1,1,2
19244,19244,KBG3ijIf,False,1504443173551.0,1504443185125.0,6,resign,black,0+180,iamaliveandbored,1158,sparkyman,1324,e4 e5 Nf3 Nc6 Nxe5 Nxe5,C44,Irish Gambit,5,-166,166,black,1,0,0,2
19249,19249,m5AyQ1qS,True,1504366072346.0,1504366095835.0,4,resign,white,10+0,edwar,1500,iamaliveandbored,1168,e4 e5 Nc3 Nf6,C26,Vienna Game: Falkbeer Variation,4,332,332,white,1,1,1,2
19251,19251,ZFjv8xKj,True,1504355535399.0,1504355578046.0,7,draw,draw,10+0,godk2001,1156,iamaliveandbored,1157,e4 e5 Qh5 d6 Nf3 Qf6 Bc4,C20,King's Pawn Game: Wayward Queen Attack,3,-1,1,black,0,0,0,1
19351,19351,t69kqnWh,True,1500674753247.0,1500674760893.0,2,resign,black,15+15,adcz,1728,dumbluck,2012,e4 Nc6,B00,Nimzowitsch Defense,2,-284,284,black,1,0,0,2
19576,19576,t5a4SqWn,True,1503154455078.0,1503154534848.0,9,resign,white,15+15,mrjv,1482,garik73,1455,e4 e5 Nf3 Nf6 Nxe5 Nxe4 Qe2 Nf6 Nc6+,C42,Russian Game: Damiano Variation,6,27,27,white,1,1,1,2
19721,19721,Yu74GxBR,False,1503569097889.0,1503569137089.0,9,draw,draw,180+180,cselhu3,1599,indroneil,1647,e4 c5 Nc3 e5 Nf3 Nc6 d3 Nf6 Bg5,B23,Sicilian Defense: Closed Variation,3,-48,48,black,0,0,0,1
19746,19746,zfhhvhea,False,1503217692605.0,1503217718995.0,5,resign,white,10+0,bruno510,1010,dimak8,840,e4 e5 Nf3 d6 Bc4,C41,Philidor Defense #3,5,170,170,white,1,1,1,2
19843,19843,Oq2CjvqQ,False,1502036744339.0,1502036760387.0,3,resign,white,10+0,zen3000,1500,u5555,1229,e4 e5 Nf3,C40,King's Knight Opening,3,271,271,white,1,1,1,2
19984,19984,0VAVackF,True,1501743668367.0,1501743751697.0,8,resign,white,30+0,liamschauerman,1866,rb52,2088,e4 d6 d4 Nf6 Nc3 g6 Be3 Bg7,B07,Pirc Defense #3,6,-222,222,black,0,0,0,0
20050,20050,nYOvevdh,True,1499814002224.0,1499814052544.0,9,outoftime,white,10+0,jamboger,1243,yamaguchipolgar,1142,c4 e5 d4 exd4 Qxd4 Nf6 Bg5 Be7 e4,A20,English Opening: King's English Variation,2,101,101,white,1,1,1,2
